"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg06889975",0.8378897,0.8574724,0.8656967,0.8291609,0.839511,0.8584115,0.8307905,0.810155,0.8801612,0.7903761,0.8361865,0.813043,0.8581069,0.8502034,0.861853,0.8676059,0.8850083,0.8667323,0.9110723,0.9269207,0.9264943,0.9068241,0.9288633,0.9269431,0.886701,0.8979916,0.8940033,0.8956969,0.9037434,0.9051747,0.87051,0.9031544,0.9045319,0.8938083,0.8650721,0.8813929,0.1152726,0.1210137,0.1602216,0.119723,0.0919821,0.1367985,0.881287,0.8729887,0.8766789,0.8985382,0.8927916,0.9059625,0.8914032,0.864522,0.8691843,0.8890641,0.857772,0.8855308,0.8580369,0.8390354,0.8645359,0.8649377,0.8774479,0.889882
"cg17123327",0.79017475,0.80452057,0.84027542,0.81217332,0.83662876,0.87429297,0.81085968,0.8350086,0.82762997,0.76543927,0.82505616,0.77482132,0.90309799,0.89336875,0.91562726,0.89485709,0.8522779,0.8893561,0.78846512,0.88492721,0.79377115,0.73024095,0.83415768,0.88292534,0.81139105,0.88197199,0.85750057,0.83035035,0.87106738,0.85221531,0.85227702,0.86306484,0.91189233,0.90862959,0.88349084,0.90085584,0.14380776,0.07640513,0.15290251,0.06056745,0.10746884,0.0866146,0.82712891,0.82139942,0.82924442,0.80462007,0.83983727,0.89572377,0.90649569,0.90477696,0.85546346,0.88592984,0.89433309,0.91044491,0.84419002,0.87560355,0.89903771,0.88654936,0.90464639,0.91132282
"cg22498365",0.8389513,0.8053714,0.8651821,0.7926177,0.8670868,0.8564184,0.8229577,0.7721585,0.8294925,0.7432789,0.7882971,0.789925,0.9120017,0.9111536,0.9129385,0.9242959,0.8999133,0.9175814,0.9109402,0.879003,0.8537972,0.8625744,0.8473671,0.8779027,0.9005601,0.8957939,0.8728685,0.8639938,0.8824761,0.8843552,0.8926995,0.9135476,0.9111966,0.8947169,0.8789236,0.9052763,0.1241449,0.1025923,0.1938099,0.1036834,0.1361418,0.1160617,0.9226964,0.9215071,0.8976213,0.8671774,0.8498451,0.8910079,0.9207882,0.9335851,0.9285108,0.9086113,0.8824116,0.8851265,0.9142872,0.9144829,0.9281976,0.9046142,0.9415215,0.9070233
"cg15348679",0.82428263,0.79558325,0.8491796,0.83394933,0.82453645,0.83785231,0.86447393,0.79940352,0.83825646,0.76939931,0.77548456,0.77818059,0.91870106,0.87928058,0.87001229,0.89177108,0.83619761,0.92244888,0.89932966,0.87053454,0.89222135,0.88068043,0.87212495,0.91662577,0.94553012,0.92578443,0.92598729,0.94208434,0.94570313,0.94165924,0.86976319,0.82971702,0.85140951,0.84963065,0.80251566,0.82335989,0.10945078,0.07663679,0.19449681,0.07138652,0.09658344,0.11799223,0.91287583,0.87007087,0.88855629,0.89551187,0.85566198,0.94038867,0.87876734,0.84372633,0.83182127,0.83496913,0.84460047,0.86651126,0.83858464,0.83668085,0.85575927,0.81776983,0.75549686,0.8173195
"cg27565966",0.86138716,0.83288317,0.91055817,0.85005264,0.88984273,0.84354113,0.84933002,0.84497119,0.86217748,0.80835005,0.82569607,0.83166837,0.87592975,0.8756781,0.86015881,0.87975762,0.89433486,0.88852802,0.90351722,0.90190159,0.90919136,0.89317937,0.89508621,0.90493716,0.87947078,0.86382419,0.87025241,0.86652463,0.86373586,0.8876039,0.87208046,0.89041564,0.85675376,0.87492816,0.87799473,0.87852675,0.10914316,0.09177262,0.18298187,0.08811573,0.13248844,0.13491567,0.86919396,0.86407196,0.8762005,0.81579533,0.84040098,0.9068627,0.88708368,0.88160787,0.88574459,0.86361041,0.84417371,0.87907178,0.87825321,0.89490248,0.8925479,0.88464301,0.88117628,0.90413448
"cg07597976",0.82643321,0.78549559,0.81708707,0.73108674,0.81418164,0.7867129,0.79990088,0.72886418,0.83507674,0.73286717,0.79457693,0.75290775,0.82222413,0.82510662,0.84272248,0.8144373,0.84579202,0.8173309,0.87090844,0.89471783,0.88064574,0.82634504,0.89012726,0.89702275,0.81346453,0.86025013,0.8714059,0.88565464,0.90544502,0.87763239,0.81499731,0.82170415,0.82238589,0.82050826,0.82742856,0.79289797,0.06049928,0.04110254,0.11553597,0.06258271,0.08062764,0.0663184,0.77240849,0.72655429,0.81584761,0.79908635,0.80038443,0.83129324,0.82142271,0.83511991,0.8208541,0.81722816,0.77184782,0.82252354,0.82307671,0.81309293,0.81122881,0.8035056,0.81328184,0.81760129
"cg19766988",0.8902816,0.8652681,0.9315115,0.8321529,0.9007919,0.8818636,0.878791,0.8222249,0.9219405,0.8243163,0.8722244,0.8134041,0.9414394,0.9034942,0.9099654,0.9052004,0.943272,0.8904438,0.9369464,0.9141954,0.9042705,0.9747316,0.8870058,0.9262088,0.8810089,0.9301737,0.9486557,0.8806905,0.9204467,0.9187873,0.8873408,0.9052441,0.9151054,0.8637615,0.840761,0.8953241,0.1291194,0.1259948,0.2389853,0.1332831,0.1361084,0.1607077,0.9401782,0.9415927,0.925845,0.8662285,0.9033623,0.8901662,0.8636596,0.9143663,0.9170729,0.8806479,0.9359531,0.9356947,0.892834,0.898596,0.9352575,0.9247443,0.9618881,0.9176048
"cg25469923",0.83121904,0.83638094,0.81486566,0.79929012,0.86287246,0.82738841,0.83143363,0.80085304,0.82300385,0.75517346,0.83030145,0.8248135,0.88084493,0.87704786,0.82179986,0.87181047,0.84064298,0.8761458,0.8690284,0.84699932,0.84338445,0.86059242,0.90325159,0.89996668,0.85800578,0.83634031,0.82862148,0.84020591,0.85004095,0.8993093,0.84861501,0.90787721,0.81468377,0.81339211,0.86198622,0.87651877,0.09207016,0.05951893,0.10411428,0.07448337,0.12609303,0.12198775,0.83419338,0.79631831,0.80236094,0.77850463,0.78673126,0.87981358,0.84973042,0.86437648,0.84481766,0.8557865,0.85207263,0.84877028,0.84517405,0.86154691,0.82003048,0.83095245,0.86722054,0.88940579
"cg03980424",0.8939447,0.8881196,0.8929528,0.8842061,0.9243289,0.8963858,0.8301412,0.856239,0.9025804,0.813915,0.8760741,0.8251031,0.9302733,0.9394988,0.9396397,0.9177132,0.9762854,0.9435481,0.8275533,0.8685235,0.8883543,0.8413741,0.8842884,0.9321192,0.9094011,0.9415547,0.9351642,0.9298902,0.9431766,0.9276464,0.9014902,0.9001771,0.9045458,0.9105864,0.8957616,0.9161812,0.1191766,0.1392509,0.1825801,0.1499729,0.1564528,0.2236013,0.9041741,0.8986671,0.9053404,0.9096812,0.885468,0.9229031,0.9304595,0.9375903,0.9159177,0.9479648,0.916289,0.9384003,0.9277202,0.906908,0.9445929,0.9246063,0.9259671,0.9420378
"cg19038462",0.9304202,0.8619956,0.8977587,0.8873833,0.9036293,0.8982262,0.8606963,0.8507994,0.9186725,0.8377476,0.9141937,0.8194983,0.9407959,0.9629496,0.9471532,0.954323,0.9695895,0.9662419,0.9181161,0.8751724,0.9101952,0.9016222,0.8502161,0.9006299,0.9692413,0.8854678,0.9135756,0.8996263,0.8708825,0.8281111,0.9302091,0.9380895,0.9420828,0.9242164,0.9281935,0.9032858,0.2118877,0.1524839,0.1877915,0.115718,0.143102,0.1720347,0.872287,0.9011409,0.891814,0.8352425,0.8337137,0.8644679,0.9011379,0.9653292,0.94231,0.9276351,0.9490442,0.9282401,0.9177687,0.9245949,0.9190776,0.9625233,0.9642806,0.9225629
"cg07558704",0.9238217,0.9721245,0.9460562,0.9453892,0.9055556,0.9239742,0.8704352,0.9060655,0.9739159,0.8473941,0.9082912,0.8968684,0.9355933,0.9659769,0.9826633,0.9259385,0.9492778,0.9548478,0.9659582,0.9798816,0.9699492,0.9237595,0.9574402,0.9576787,0.9230082,0.9574031,0.9607863,0.9490497,0.9610388,0.9505572,0.9205468,0.9368038,0.9585627,0.966699,0.9570959,0.9504636,0.2958161,0.1370031,0.349592,0.1299298,0.1491313,0.1436738,0.9415011,0.9325473,0.9683432,0.9269441,0.9266299,0.9445985,0.9605925,0.9349546,0.9277051,0.9662857,0.9455717,0.9619135,0.9449889,0.9503167,0.9741954,0.9751737,0.9577408,0.9838726
"cg22907103",0.81869135,0.87013142,0.85145118,0.8327233,0.84012338,0.83217661,0.84011005,0.7904462,0.83719306,0.77913788,0.80281023,0.80066265,0.87981727,0.85476208,0.86459857,0.86736489,0.88707464,0.86901876,0.87752642,0.87864837,0.89156884,0.86718043,0.89468032,0.8789119,0.88377851,0.84628215,0.87684054,0.87913839,0.85807534,0.86383558,0.82804722,0.82594266,0.86675984,0.78621395,0.85535923,0.84288632,0.10968678,0.07161824,0.1736818,0.07755906,0.11763497,0.1131907,0.88304881,0.82468322,0.85604197,0.83623021,0.82558063,0.88987634,0.8797445,0.86892577,0.86606519,0.87508154,0.83384878,0.86226944,0.85451817,0.89292735,0.86078612,0.83794545,0.86899695,0.87333728
"cg09469986",0.8507048,0.8715245,0.9086117,0.8395505,0.8867043,0.8729082,0.8548183,0.8415138,0.821587,0.8021312,0.8073221,0.8082235,0.923223,0.9187589,0.9184838,0.8874338,0.9039814,0.9069294,0.8896976,0.9009956,0.9242848,0.8956945,0.8876251,0.9053688,0.8304783,0.8608406,0.8713504,0.8679018,0.8767535,0.8767709,0.9011374,0.8974621,0.9176491,0.8733047,0.9116292,0.8859084,0.1458801,0.1227937,0.2118653,0.1067644,0.1406948,0.1123785,0.790519,0.8119977,0.835326,0.852811,0.9013201,0.859762,0.9285488,0.9220994,0.901374,0.9097859,0.9262168,0.9209882,0.8971285,0.9148914,0.9027356,0.8895298,0.9238084,0.9129301
"cg15287850",0.82610117,0.84700436,0.85017636,0.81305334,0.86371522,0.85747911,0.80793538,0.80566099,0.8838218,0.75221596,0.82242908,0.7985353,0.86642451,0.89087219,0.87159595,0.89718569,0.88323827,0.88028679,0.88657276,0.87416036,0.8779912,0.88033309,0.87379399,0.8943325,0.84326307,0.84282368,0.87771684,0.86470201,0.87628388,0.86115426,0.85788926,0.83405039,0.84327977,0.88235125,0.86931173,0.85547443,0.13017047,0.10818746,0.14927793,0.09221488,0.10320378,0.09962456,0.81802073,0.86690826,0.8396307,0.85204533,0.83225128,0.90842658,0.86072066,0.86105674,0.8487743,0.85560757,0.87579341,0.8383325,0.847965,0.8119541,0.82170792,0.80836155,0.85483032,0.85153837
"cg03402235",0.8734442,0.8600831,0.8974689,0.8306064,0.8496456,0.8613116,0.8842029,0.8406372,0.9304319,0.8176833,0.8914622,0.8558102,0.8728574,0.8831172,0.8813396,0.8403014,0.8447177,0.8790813,0.8974193,0.9071022,0.9145016,0.9082367,0.9019698,0.9412728,0.9105196,0.9403628,0.9299953,0.9173124,0.9288554,0.9197898,0.9106467,0.8939081,0.8941746,0.9133696,0.8917882,0.8837413,0.1304923,0.1008957,0.2064023,0.1314376,0.1262488,0.1667886,0.8980486,0.8568615,0.916476,0.9224564,0.8778702,0.9218734,0.8609552,0.8535821,0.8613511,0.8382219,0.8820064,0.8726724,0.8684008,0.8129521,0.8615085,0.8279471,0.9096446,0.8331404
"cg18406852",0.91018683,0.88179118,0.92797863,0.92301875,0.915008,0.9201454,0.92046005,0.89645831,0.93559167,0.87620406,0.85687578,0.87584298,0.93654129,0.93278751,0.92793021,0.94347229,0.92075607,0.91961229,0.9298603,0.93270442,0.97106472,0.91822112,0.92849138,0.9255612,0.92182397,0.922617,0.92394231,0.94847556,0.93146907,0.94605798,0.92141884,0.92365372,0.9288743,0.92476063,0.9276982,0.92930974,0.09610663,0.20628845,0.13876039,0.27898686,0.20410946,0.19709881,0.9224046,0.9022768,0.92829094,0.94478909,0.90891929,0.96748476,0.92420546,0.91566323,0.95636999,0.95298251,0.95187033,0.93341121,0.93382945,0.94134611,0.93838688,0.91471648,0.9199088,0.91195997
"cg14331899",0.9350663,0.8784417,0.9043112,0.9104167,0.9238481,0.9286678,0.9098695,0.8948835,0.9312238,0.8340287,0.8611135,0.9017693,0.9538649,0.9329645,0.9641049,0.9408016,0.954198,0.9669209,0.9512617,0.9698398,0.9671416,0.9627316,0.9666155,0.9770877,0.9543002,0.9593882,0.9530572,0.9486944,0.9585838,0.9463676,0.8813461,0.89282,0.884734,0.9031554,0.9100389,0.9073452,0.1719001,0.1934946,0.177907,0.2310277,0.1542097,0.2307911,0.9417429,0.9446507,0.9265078,0.9422377,0.9071417,0.9639782,0.9486158,0.9369618,0.9509155,0.9183068,0.9234948,0.9559227,0.9305008,0.9288621,0.9414015,0.9062867,0.9352457,0.9483133
"cg00762029",0.9221313,0.9135244,0.9270532,0.9064818,0.9275233,0.9065395,0.8979578,0.9088304,0.911364,0.8821722,0.8873437,0.8723133,0.9334937,0.9545007,0.9420334,0.9299883,0.9039653,0.9273972,0.939999,0.946519,0.9438345,0.9335708,0.942635,0.936031,0.9145631,0.9318948,0.9377715,0.924121,0.9214947,0.9340707,0.9175244,0.9311275,0.9353664,0.9289608,0.9365189,0.9347801,0.1580046,0.157542,0.2451183,0.1388871,0.1866593,0.2455427,0.9224186,0.9320567,0.9276757,0.920028,0.9136118,0.9392557,0.9341798,0.922331,0.9427583,0.9363009,0.9147038,0.9235254,0.9286657,0.9305239,0.9421377,0.9306883,0.9378148,0.940051
"cg08939052",0.83875308,0.91605591,0.84340298,0.85417568,0.86994798,0.87398371,0.78125241,0.80393469,0.8452705,0.78393457,0.85497771,0.81221761,0.8786656,0.89438798,0.89674405,0.8798294,0.91312627,0.8784148,0.85532336,0.85246603,0.88757095,0.86559712,0.87564929,0.8617329,0.70723081,0.81705141,0.85181929,0.83967242,0.88172588,0.78779378,0.8785364,0.86942242,0.89580568,0.87049136,0.87036456,0.86969268,0.10735829,0.08258778,0.1678074,0.07420776,0.13882544,0.15398341,0.6735683,0.79892941,0.79638445,0.83437225,0.84853423,0.80160026,0.89884228,0.85770467,0.89064296,0.88993795,0.8868427,0.88227777,0.8976207,0.89081662,0.89061104,0.87452767,0.90763154,0.91512678
"cg10147394",0.83858587,0.83979013,0.85185069,0.84073094,0.85298106,0.84627518,0.80771228,0.75004568,0.81038034,0.75011267,0.80234156,0.79265249,0.87665802,0.88412275,0.88739663,0.86897069,0.8736956,0.91040563,0.85445076,0.80868634,0.86812238,0.84401938,0.88007024,0.86276001,0.78499936,0.79030522,0.8109565,0.80336786,0.84844251,0.84151537,0.90642549,0.89594588,0.89153912,0.84708237,0.87283532,0.87166405,0.09412133,0.08934446,0.16331225,0.09183102,0.13151149,0.12253109,0.77793131,0.82642922,0.82303247,0.79744639,0.81259786,0.8539838,0.89221178,0.88333411,0.9151342,0.87452625,0.86880288,0.87379591,0.86569463,0.87143733,0.87134959,0.87354475,0.86546052,0.89436437
"cg02582213",0.9038993,0.8286814,0.8705601,0.8265374,0.9025832,0.8876704,0.8884174,0.8286719,0.8625317,0.7892163,0.8457176,0.8214114,0.9194032,0.8866521,0.8894706,0.8863719,0.9138808,0.9187638,0.8906426,0.887542,0.9220329,0.8834835,0.8953011,0.9042603,0.866792,0.8847233,0.8721503,0.8828011,0.8980639,0.9097787,0.8660909,0.8914236,0.8733831,0.8759081,0.8958771,0.8908604,0.1475146,0.1284012,0.1938458,0.1406265,0.1453437,0.1669137,0.8920735,0.8723653,0.8776221,0.8575484,0.8699359,0.908248,0.9056237,0.9028737,0.8985095,0.9151764,0.9046238,0.8961629,0.905943,0.919211,0.9181227,0.8962802,0.8829818,0.9127773
"cg26795340",0.8042213,0.78185166,0.81990442,0.78249341,0.8087363,0.80481542,0.8116847,0.78841579,0.79652728,0.75333247,0.79057722,0.76527817,0.85129951,0.83233663,0.85315543,0.84222577,0.86195756,0.85296268,0.86908691,0.8726371,0.88127093,0.86489481,0.87393586,0.89296946,0.83271287,0.84189488,0.83914614,0.85722094,0.85508888,0.85361758,0.84297749,0.84668541,0.83702932,0.83235955,0.82182144,0.85065403,0.09045418,0.08667572,0.15125948,0.08673267,0.10483852,0.11008816,0.85247189,0.85042414,0.84771431,0.81158607,0.80091072,0.86210074,0.86329804,0.83882785,0.84240476,0.8536486,0.84263608,0.84955689,0.82889375,0.84637882,0.85281512,0.82612418,0.83094601,0.85158757
"cg13915752",0.8672434,0.8562959,0.8813496,0.864145,0.8701365,0.8302226,0.8042571,0.8250488,0.8506269,0.815693,0.8448972,0.8286909,0.8882414,0.9046957,0.9155066,0.8942867,0.8758772,0.8792127,0.8986151,0.9051199,0.9183288,0.922472,0.881175,0.9248633,0.8889959,0.8663743,0.914912,0.8709376,0.8961301,0.8667893,0.8361503,0.872784,0.8763629,0.8528286,0.8784972,0.8508468,0.1238563,0.1330181,0.1351452,0.1496718,0.1500372,0.1753548,0.8995423,0.9088703,0.8894435,0.8755997,0.872264,0.8845692,0.8884025,0.8700087,0.8589615,0.8712173,0.8919738,0.8935738,0.8461498,0.8143256,0.8754341,0.8308054,0.843206,0.8461464
"cg18590995",0.78687283,0.80736945,0.82002991,0.79991626,0.79155984,0.77942833,0.7998354,0.73971365,0.79689385,0.74715263,0.82278241,0.79941774,0.7776958,0.78838711,0.81650851,0.80705191,0.83354417,0.81474073,0.84942204,0.8840771,0.88108253,0.88354109,0.864748,0.86244167,0.87665674,0.84938657,0.86434943,0.87208495,0.88894759,0.87007543,0.84444466,0.80868214,0.82924241,0.80699425,0.83475229,0.80925292,0.08870223,0.0526797,0.15595075,0.05841616,0.11002012,0.08823441,0.84613289,0.84473156,0.83176762,0.82534672,0.84942486,0.89376086,0.78649455,0.74654348,0.7916704,0.80220433,0.80016675,0.7930964,0.77261223,0.74874482,0.78202925,0.79598601,0.82452177,0.80275879
"cg23730277",0.8777691,0.9195445,0.8941248,0.8297116,0.8853957,0.9230705,0.9084039,0.8957083,0.8633458,0.8085898,0.8405773,0.8667345,0.9015489,0.934901,0.9301402,0.8705541,0.9167382,0.9181853,0.9375214,0.9230516,0.9234287,0.9195689,0.9074755,0.9313321,0.9013567,0.922407,0.890223,0.9236878,0.9060926,0.8990502,0.8809288,0.9161659,0.9299994,0.8970473,0.9179501,0.9119959,0.1464604,0.1692662,0.1852962,0.182654,0.1125203,0.2202509,0.9183986,0.9172982,0.8904652,0.842688,0.8617435,0.8538546,0.9010378,0.896702,0.884102,0.8731626,0.8933892,0.9049157,0.8908184,0.8799798,0.9010315,0.8412817,0.9033056,0.9218778
"cg03860768",0.81006906,0.79061114,0.81933314,0.83400218,0.83444033,0.79463974,0.78244327,0.75066396,0.80536803,0.76699605,0.81481507,0.7695948,0.85667689,0.84919509,0.88017048,0.85157332,0.8889888,0.88222542,0.81632907,0.80073763,0.86267058,0.85740161,0.85835737,0.88781652,0.70799113,0.70244288,0.80547998,0.81532323,0.84325654,0.80874397,0.89811505,0.90152021,0.88911989,0.8848633,0.87602885,0.87592214,0.08672266,0.07818267,0.16024154,0.07951417,0.10049658,0.11305439,0.7346344,0.71480384,0.73994674,0.76514393,0.79905499,0.82849769,0.87874003,0.83429473,0.8724267,0.8603575,0.85257841,0.84391758,0.85704072,0.84076343,0.84364693,0.82930655,0.85042032,0.85927058
"cg25838060",0.8811234,0.8383707,0.903087,0.842586,0.8999677,0.8908054,0.8674912,0.7751423,0.8619274,0.816763,0.8181673,0.8138523,0.9416328,0.9404413,0.9284487,0.9317637,0.914407,0.9299945,0.8854011,0.9021748,0.9046693,0.8562364,0.9011919,0.9148845,0.9163177,0.8984059,0.9223455,0.9008604,0.8975359,0.9313506,0.7839363,0.7748958,0.8072181,0.7635177,0.7900329,0.8028004,0.1479889,0.1469676,0.1792014,0.1523769,0.1486327,0.1780162,0.883988,0.8750359,0.8763944,0.8746572,0.8416888,0.8976329,0.9163282,0.9267183,0.9194464,0.9316012,0.9056385,0.9129638,0.9286696,0.9535904,0.9330885,0.9087089,0.932356,0.922756
"cg16185947",0.78979593,0.77163464,0.82078473,0.82016453,0.81474895,0.83565367,0.81228371,0.76373451,0.83136301,0.76664067,0.80494146,0.82015692,0.83793705,0.84372002,0.84431522,0.79751353,0.83530086,0.82427404,0.89889686,0.91351073,0.90860302,0.86360285,0.93161326,0.89448019,0.81818589,0.84648905,0.8625425,0.88429504,0.8949959,0.8670798,0.87577591,0.87460778,0.86937802,0.86796629,0.86763315,0.85537514,0.09249218,0.09121851,0.14448367,0.12682602,0.10873291,0.14345273,0.8352505,0.83477359,0.89098968,0.84807333,0.85651546,0.89691006,0.82598371,0.8368086,0.82941508,0.82572649,0.837736,0.86210104,0.76994629,0.7752853,0.81099694,0.74887063,0.78330893,0.80308606
"cg03337918",0.9527099,0.9423489,0.8872836,0.8652442,0.8777212,0.8583188,0.8919174,0.8687941,0.8732649,0.870894,0.8579769,0.8715179,0.9532132,0.9259148,0.9619001,0.8924465,0.8992946,0.9025924,0.9591177,0.9285727,0.944468,0.9315708,0.9135139,0.9356339,0.9311425,0.9480475,0.9462763,0.9392828,0.9662208,0.943615,0.9439362,0.9198507,0.9509104,0.9275603,0.9321803,0.9302228,0.1484224,0.2224237,0.1571307,0.2219669,0.1260704,0.2933563,0.9531995,0.937204,0.9564694,0.9375166,0.9219317,0.8532604,0.9106534,0.8992397,0.89811,0.8906147,0.9389952,0.9070655,0.8685237,0.9104502,0.9137874,0.9018806,0.8824114,0.8756312
"cg04947949",0.8658814,0.8445534,0.9093554,0.9002489,0.909582,0.9215856,0.9018342,0.9130212,0.9485844,0.9075736,0.8721271,0.8802882,0.9007953,0.9412547,0.9055321,0.8628377,0.9778489,0.9014755,0.9417884,0.8635916,0.9198778,0.9075453,0.8636821,0.9039192,0.9059884,0.9209659,0.9229581,0.881236,0.9477039,0.904966,0.885534,0.9317937,0.9342025,0.9284244,0.8848768,0.9246394,0.1531721,0.1323432,0.3278234,0.1386087,0.2046795,0.20423,0.8838523,0.8925714,0.8909925,0.9100642,0.9304369,0.9481986,0.9233241,0.9410188,0.9408368,0.9211933,0.920044,0.9369254,0.8904406,0.9050321,0.9210696,0.9310446,0.9170477,0.9263027
"cg19260718",0.8611588,0.8208502,0.8502525,0.8151025,0.8704161,0.8650289,0.8366673,0.7810958,0.8421864,0.7837339,0.8204863,0.8099629,0.889138,0.8890414,0.8923729,0.8842208,0.8775201,0.8719272,0.8897055,0.885821,0.9045506,0.8884727,0.8959309,0.8860978,0.8695436,0.8762357,0.8884105,0.8631031,0.8851178,0.8314898,0.8798828,0.8830932,0.884752,0.8727492,0.8813245,0.8636687,0.1181933,0.121156,0.2052167,0.1114557,0.1643654,0.1856885,0.8787953,0.849111,0.8707232,0.8486789,0.8674096,0.8799943,0.89348,0.8616303,0.8836965,0.8806459,0.8723106,0.8739672,0.8823974,0.8848674,0.8637201,0.8537504,0.8702856,0.8878359
"cg18664915",0.8308467,0.835613,0.842198,0.7872051,0.8831623,0.8277596,0.8108233,0.7920624,0.8446595,0.7729446,0.7860779,0.8301358,0.8614889,0.8779612,0.8673261,0.8525026,0.9016263,0.8839586,0.8627907,0.8970514,0.8708257,0.8667562,0.8757132,0.8775567,0.8179568,0.8865717,0.8529899,0.8483117,0.8682601,0.8427929,0.8664433,0.8788941,0.8736932,0.8327005,0.8786078,0.8748788,0.1417923,0.1074262,0.1962366,0.0991436,0.1484934,0.1599401,0.8461156,0.8830776,0.8534954,0.8619228,0.8588981,0.8918464,0.8499761,0.8691286,0.8682697,0.8773619,0.856268,0.8525894,0.893414,0.8824266,0.8703292,0.8708252,0.8594381,0.9044212
"cg00104562",0.8342623,0.83828673,0.84651616,0.81185764,0.85382293,0.84743328,0.79982016,0.7872185,0.84794134,0.76831802,0.78120235,0.7919863,0.86524469,0.8496936,0.87950381,0.86790314,0.86550779,0.86528394,0.89212567,0.87986076,0.92105475,0.85044394,0.90028063,0.91625482,0.8296905,0.86336499,0.88891482,0.8447041,0.88793592,0.87598141,0.76715512,0.74744661,0.78066149,0.77261847,0.7762763,0.73843581,0.11268239,0.08287717,0.20635418,0.11141581,0.11163718,0.1433785,0.79335589,0.79852764,0.82754313,0.81239956,0.83165319,0.86999403,0.87690119,0.84980254,0.90732974,0.84884034,0.83090355,0.86610185,0.86637309,0.86806751,0.85709801,0.84422677,0.87512928,0.87729972
